brand,model,year,price,mileage,fuel_type,transmission
Honda,CR-V,2006,8420,73969,Electric,Manual
Volkswagen,Tiguan,2004,8217,29136,Petrol,Automatic
Volkswagen,Golf,2003,6492,80354,Electric,Manual
Kia,Optima,2006,5958,172054,Hybrid,Semi-Automatic
Ford,Explorer,2012,10534,173252,Electric,Automatic
Mercedes,GLA,2009,7462,111900,Petrol,Manual
Ford,Fiesta,2001,5974,91289,Diesel,Automatic
Volkswagen,Passat,2023,13847,92615,Electric,Semi-Automatic
Honda,Accord,2012,8237,263129,Hybrid,Semi-Automatic
Kia,Rio,2022,14980,90981,Electric,Automatic
Chevrolet,Impala,2020,9075,201213,Petrol,Automatic
Chevrolet,Impala,2001,6117,89104,Petrol,Manual
Honda,Civic,2000,7102,109892,Hybrid,Automatic
Toyota,Corolla,2000,9771,1424,Hybrid,Automatic
Hyundai,Tucson,2016,10062,181897,Diesel,Semi-Automatic
Ford,Fiesta,2018,7161,196919,Petrol,Semi-Automatic
BMW,3 Series,2011,6767,206623,Diesel,Manual
BMW,5 Series,2019,11827,208650,Electric,Automatic
Ford,Fiesta,2004,8745,27703,Hybrid,Manual
Honda,CR-V,2012,7299,200050,Hybrid,Semi-Automatic
Honda,Civic,2012,11701,124932,Electric,Automatic
Audi,A4,2019,10679,296036,Electric,Automatic
Ford,Focus,2010,8443,132847,Petrol,Semi-Automatic
Honda,Civic,2000,7035,83240,Hybrid,Semi-Automatic
Volkswagen,Tiguan,2012,8181,170913,Diesel,Semi-Automatic
BMW,3 Series,2010,12012,59372,Electric,Manual
Audi,A4,2015,12812,9382,Diesel,Manual
Kia,Optima,2005,9672,46360,Petrol,Automatic
Chevrolet,Equinox,2000,7377,126129,Electric,Semi-Automatic
Kia,Optima,2019,12670,61497,Hybrid,Automatic
Volkswagen,Golf,2023,10203,154823,Hybrid,Manual
Toyota,Corolla,2020,7279,191019,Diesel,Manual
Chevrolet,Equinox,2005,8991,165446,Electric,Automatic
Chevrolet,Equinox,2013,9411,129450,Hybrid,Automatic
Volkswagen,Tiguan,2011,10696,40188,Petrol,Semi-Automatic
Toyota,Corolla,2007,7552,237383,Electric,Manual
Honda,CR-V,2008,7198,120058,Electric,Manual
Hyundai,Sonata,2020,9124,218769,Electric,Manual
Volkswagen,Passat,2021,14429,103502,Electric,Semi-Automatic
Toyota,RAV4,2021,9813,269307,Diesel,Automatic
BMW,3 Series,2015,10008,169599,Diesel,Manual
BMW,3 Series,2018,10108,154589,Hybrid,Semi-Automatic
Volkswagen,Golf,2013,11164,111790,Hybrid,Automatic
Audi,A4,2008,7565,66730,Hybrid,Manual
Audi,A3,2008,6627,148643,Electric,Semi-Automatic
Chevrolet,Equinox,2002,5250,192489,Petrol,Semi-Automatic
Ford,Focus,2018,11669,21524,Hybrid,Semi-Automatic
Audi,A4,2008,7217,204121,Hybrid,Automatic
Ford,Fiesta,2019,10864,56754,Petrol,Manual
Mercedes,GLA,2019,13020,138977,Diesel,Automatic
Ford,Explorer,2020,12803,64810,Electric,Semi-Automatic
Volkswagen,Golf,2021,13379,151011,Electric,Automatic
Mercedes,C-Class,2009,10779,71046,Hybrid,Manual
Audi,A3,2000,6522,178868,Hybrid,Automatic
Ford,Focus,2005,8392,175368,Hybrid,Automatic
Honda,Civic,2015,8648,112570,Hybrid,Semi-Automatic
Mercedes,GLA,2022,13220,153964,Electric,Semi-Automatic
BMW,X5,2023,12413,209321,Petrol,Automatic
Ford,Explorer,2009,6008,244561,Electric,Manual
Kia,Sportage,2007,9414,84273,Petrol,Semi-Automatic
Mercedes,E-Class,2016,10109,59501,Petrol,Semi-Automatic
Chevrolet,Impala,2018,14305,34705,Electric,Semi-Automatic
Mercedes,C-Class,2023,7716,229158,Diesel,Manual
Ford,Fiesta,2008,8791,90408,Petrol,Manual
Kia,Rio,2002,5320,128977,Electric,Semi-Automatic
Mercedes,E-Class,2009,5344,122795,Diesel,Semi-Automatic
Kia,Sportage,2022,8654,237252,Diesel,Manual
Mercedes,C-Class,2016,14278,101076,Hybrid,Automatic
Volkswagen,Tiguan,2022,13407,169615,Hybrid,Automatic
Toyota,RAV4,2012,5349,287514,Electric,Manual
Hyundai,Sonata,2017,10278,261093,Petrol,Automatic
Mercedes,GLA,2021,16383,10841,Electric,Manual
Audi,A3,2014,8087,215637,Electric,Semi-Automatic
Audi,A4,2011,8061,46915,Diesel,Semi-Automatic
BMW,X5,2015,12008,89557,Petrol,Automatic
Hyundai,Elantra,2017,11526,38658,Diesel,Automatic
Mercedes,E-Class,2023,15466,31674,Electric,Manual
Chevrolet,Malibu,2008,8866,81677,Hybrid,Automatic
Audi,A3,2001,6572,141361,Diesel,Automatic
Toyota,RAV4,2020,8917,224124,Diesel,Automatic
Ford,Fiesta,2019,12772,126381,Electric,Semi-Automatic
Honda,Civic,2022,11334,298286,Electric,Manual
Kia,Optima,2007,8568,141569,Hybrid,Automatic
Volkswagen,Golf,2013,8093,75338,Petrol,Semi-Automatic
Audi,A4,2015,7131,128408,Diesel,Semi-Automatic
Ford,Fiesta,2016,5779,241003,Petrol,Manual
Mercedes,GLA,2002,8728,63557,Petrol,Automatic
Honda,Accord,2021,13962,141878,Electric,Semi-Automatic
Toyota,RAV4,2000,5654,127278,Petrol,Automatic
Mercedes,GLA,2010,9612,89390,Electric,Manual
Mercedes,GLA,2011,12606,114697,Electric,Automatic
Honda,Accord,2001,7823,73832,Hybrid,Automatic
Hyundai,Sonata,2011,6114,139296,Diesel,Semi-Automatic
Chevrolet,Impala,2017,11767,71606,Petrol,Automatic
Audi,A3,2017,11586,165656,Petrol,Automatic
Mercedes,E-Class,2007,7334,133298,Diesel,Manual
Chevrolet,Malibu,2017,8643,202844,Diesel,Manual
Ford,Focus,2011,7065,236749,Electric,Semi-Automatic
Ford,Explorer,2010,10695,50227,Diesel,Manual
Toyota,Corolla,2001,5626,158652,Electric,Manual
Kia,Rio,2022,11967,141625,Diesel,Manual
Honda,Accord,2004,5415,129209,Diesel,Automatic
Ford,Focus,2002,5536,118168,Electric,Manual
Volkswagen,Passat,2016,12537,48115,Diesel,Semi-Automatic
Volkswagen,Golf,2023,11182,175895,Diesel,Manual
Chevrolet,Impala,2016,6898,285078,Electric,Manual
Ford,Focus,2021,12179,256022,Electric,Manual
Chevrolet,Malibu,2004,9189,35520,Diesel,Semi-Automatic
Honda,CR-V,2008,7745,237702,Electric,Manual
Ford,Explorer,2001,5371,141448,Petrol,Manual
Volkswagen,Tiguan,2011,10188,115564,Hybrid,Manual
Hyundai,Tucson,2019,11578,261055,Hybrid,Automatic
Audi,Q5,2021,7584,260797,Hybrid,Manual
BMW,3 Series,2015,10434,113253,Petrol,Automatic
Audi,A3,2014,12626,103694,Electric,Manual
Toyota,Corolla,2020,13748,82553,Electric,Automatic
Chevrolet,Equinox,2021,6123,263836,Petrol,Semi-Automatic
Hyundai,Elantra,2016,11992,75358,Petrol,Automatic
Kia,Rio,2009,7054,97278,Diesel,Manual
BMW,5 Series,2015,11409,124543,Electric,Manual
Honda,Accord,2018,6913,259314,Petrol,Automatic
Chevrolet,Equinox,2017,9328,298555,Electric,Manual
Hyundai,Tucson,2013,7625,133708,Hybrid,Manual
Ford,Focus,2023,9764,271751,Electric,Semi-Automatic
Ford,Fiesta,2010,8108,279587,Electric,Semi-Automatic
Hyundai,Sonata,2006,7601,254929,Hybrid,Automatic
Audi,Q5,2015,13613,59311,Electric,Automatic
Hyundai,Elantra,2011,12302,29887,Hybrid,Semi-Automatic
Ford,Fiesta,2021,12945,97705,Diesel,Manual
Hyundai,Sonata,2003,7108,134587,Diesel,Semi-Automatic
Hyundai,Tucson,2018,7434,293291,Hybrid,Manual
Honda,CR-V,2015,12700,109966,Electric,Semi-Automatic
Honda,Accord,2021,8873,226314,Electric,Manual
Audi,A3,2023,10419,259026,Diesel,Automatic
Hyundai,Elantra,2022,10127,253634,Diesel,Semi-Automatic
Mercedes,E-Class,2022,11499,120004,Hybrid,Manual
Kia,Rio,2017,9189,225526,Electric,Semi-Automatic
Kia,Optima,2019,13515,29218,Electric,Semi-Automatic
Audi,A3,2009,9841,17928,Hybrid,Manual
Volkswagen,Passat,2016,8705,219739,Diesel,Manual
Audi,Q5,2022,14420,163972,Electric,Automatic
Chevrolet,Malibu,2003,6146,132667,Petrol,Automatic
Hyundai,Sonata,2007,9816,29157,Petrol,Automatic
Volkswagen,Tiguan,2019,10151,227405,Petrol,Manual
Audi,Q5,2008,12724,23797,Hybrid,Automatic
Mercedes,C-Class,2023,10865,261742,Hybrid,Automatic
Ford,Explorer,2015,10529,23534,Hybrid,Semi-Automatic
Toyota,Corolla,2023,11304,189772,Hybrid,Automatic
Mercedes,GLA,2008,8064,121774,Hybrid,Manual
Hyundai,Tucson,2001,7438,168068,Diesel,Automatic
Toyota,RAV4,2017,11250,117468,Hybrid,Automatic
Hyundai,Elantra,2015,8169,211545,Petrol,Semi-Automatic
Volkswagen,Golf,2014,8731,288436,Electric,Semi-Automatic
Toyota,Camry,2018,11606,114684,Diesel,Manual
Toyota,RAV4,2022,13442,142869,Hybrid,Manual
Chevrolet,Equinox,2013,12471,181417,Electric,Automatic
Chevrolet,Malibu,2019,13779,31024,Hybrid,Automatic
Volkswagen,Tiguan,2023,11337,108139,Petrol,Automatic
Audi,A3,2023,9562,211895,Diesel,Manual
Kia,Sportage,2010,8883,165807,Diesel,Automatic
Ford,Explorer,2021,13017,49144,Petrol,Manual
Ford,Fiesta,2022,8599,285033,Petrol,Manual
Audi,A4,2009,6417,204116,Diesel,Semi-Automatic
Honda,CR-V,2011,9437,148122,Hybrid,Semi-Automatic
BMW,X5,2021,15224,48794,Hybrid,Automatic
Mercedes,E-Class,2004,10570,1468,Hybrid,Semi-Automatic
Ford,Fiesta,2018,10095,250214,Diesel,Automatic
Volkswagen,Golf,2014,11027,8606,Hybrid,Manual
Mercedes,C-Class,2009,5692,190357,Diesel,Manual
Audi,Q5,2020,13041,22948,Electric,Semi-Automatic
Audi,A3,2014,11707,99602,Hybrid,Automatic
Mercedes,E-Class,2022,8851,167423,Diesel,Manual
Mercedes,E-Class,2014,11551,167413,Electric,Semi-Automatic
BMW,X5,2023,11147,167629,Diesel,Automatic
Ford,Fiesta,2010,6137,263113,Petrol,Semi-Automatic
Chevrolet,Impala,2007,9135,8250,Diesel,Automatic
Chevrolet,Equinox,2017,11295,240222,Electric,Semi-Automatic
Audi,A3,2004,5263,136830,Hybrid,Semi-Automatic
Volkswagen,Passat,2006,6383,205832,Electric,Semi-Automatic
Kia,Sportage,2001,6456,157182,Electric,Manual
BMW,3 Series,2005,6963,166820,Electric,Automatic
Kia,Rio,2000,6558,232094,Electric,Automatic
Ford,Fiesta,2017,12299,250034,Electric,Automatic
Kia,Optima,2020,12573,151346,Diesel,Automatic
BMW,3 Series,2014,11891,130418,Electric,Automatic
Hyundai,Tucson,2011,5461,166927,Petrol,Semi-Automatic
BMW,5 Series,2021,10974,231281,Hybrid,Automatic
Volkswagen,Golf,2018,13002,19860,Hybrid,Manual
Honda,CR-V,2008,9297,100144,Hybrid,Automatic
Audi,Q5,2001,5398,160095,Petrol,Manual
Toyota,RAV4,2017,12948,117587,Electric,Automatic
Kia,Sportage,2005,5939,33013,Diesel,Semi-Automatic
BMW,3 Series,2021,14660,106965,Diesel,Automatic
Hyundai,Elantra,2003,5251,152446,Petrol,Automatic
Ford,Explorer,2010,10593,50328,Petrol,Semi-Automatic
Kia,Rio,2016,6205,234734,Diesel,Semi-Automatic
Chevrolet,Impala,2009,5239,273001,Electric,Manual
Ford,Fiesta,2020,10337,203134,Hybrid,Semi-Automatic
Hyundai,Sonata,2002,7351,122406,Hybrid,Manual
Hyundai,Elantra,2005,7088,175563,Hybrid,Automatic
Volkswagen,Tiguan,2008,7813,89304,Electric,Semi-Automatic
Honda,Civic,2004,6239,258034,Hybrid,Automatic
Hyundai,Elantra,2014,8699,120033,Diesel,Automatic
Hyundai,Elantra,2006,9979,6007,Diesel,Semi-Automatic
Toyota,Corolla,2014,10917,184138,Petrol,Automatic
Hyundai,Elantra,2015,5049,282541,Diesel,Manual
Audi,Q5,2020,11890,100488,Hybrid,Automatic
Chevrolet,Equinox,2001,5236,68178,Diesel,Semi-Automatic
Chevrolet,Equinox,2018,10577,151138,Petrol,Manual
Hyundai,Elantra,2002,5811,159436,Hybrid,Semi-Automatic
Mercedes,C-Class,2008,6752,282354,Electric,Semi-Automatic
Kia,Optima,2016,12402,104867,Electric,Semi-Automatic
BMW,5 Series,2007,6904,54751,Diesel,Manual
Audi,Q5,2014,11474,231270,Electric,Automatic
Toyota,Camry,2022,8553,272342,Hybrid,Manual
Mercedes,E-Class,2010,6844,147775,Diesel,Semi-Automatic
Volkswagen,Tiguan,2023,11770,136461,Hybrid,Automatic
BMW,5 Series,2021,9951,262444,Diesel,Semi-Automatic
Kia,Optima,2009,5189,230536,Diesel,Semi-Automatic
Mercedes,GLA,2004,8254,27269,Electric,Manual
Kia,Optima,2015,7513,109317,Petrol,Semi-Automatic
Volkswagen,Tiguan,2014,9239,113037,Hybrid,Manual
Ford,Fiesta,2021,11088,240581,Electric,Manual
Hyundai,Elantra,2011,9204,129776,Diesel,Automatic
Chevrolet,Impala,2007,8010,109453,Electric,Semi-Automatic
Ford,Explorer,2013,14665,36738,Electric,Automatic
BMW,X5,2014,8034,193268,Diesel,Manual
Audi,A4,2019,10267,181617,Diesel,Semi-Automatic
Volkswagen,Passat,2007,7533,88320,Petrol,Automatic
Volkswagen,Tiguan,2017,10102,229856,Petrol,Automatic
Honda,Civic,2004,6205,119745,Petrol,Automatic
Chevrolet,Impala,2004,5857,132112,Electric,Semi-Automatic
Ford,Focus,2005,7808,179568,Diesel,Automatic
Chevrolet,Impala,2023,11859,112043,Diesel,Automatic
Chevrolet,Malibu,2002,8370,51457,Hybrid,Automatic
Chevrolet,Impala,2003,5177,121133,Hybrid,Manual
Toyota,Camry,2004,6950,137461,Diesel,Semi-Automatic
Hyundai,Sonata,2018,14048,57590,Petrol,Automatic
Audi,A4,2013,8854,57287,Diesel,Manual
Ford,Focus,2006,10882,25900,Diesel,Automatic
Hyundai,Sonata,2015,7628,203562,Petrol,Semi-Automatic
Kia,Sportage,2009,8069,141534,Electric,Semi-Automatic
Volkswagen,Tiguan,2015,13364,116791,Hybrid,Automatic
Volkswagen,Passat,2017,6609,284501,Electric,Semi-Automatic
Honda,CR-V,2016,14923,118813,Electric,Automatic
Toyota,Camry,2020,12513,184309,Petrol,Automatic
Mercedes,C-Class,2017,10985,10721,Diesel,Semi-Automatic
Ford,Focus,2014,9070,141452,Petrol,Manual
Volkswagen,Golf,2010,5679,291045,Electric,Semi-Automatic
Ford,Fiesta,2022,11287,130630,Diesel,Automatic
Honda,Civic,2023,9704,209776,Diesel,Semi-Automatic
Mercedes,E-Class,2021,13574,166297,Electric,Manual
Honda,Civic,2014,11504,144755,Hybrid,Automatic
Mercedes,E-Class,2008,10189,10501,Diesel,Automatic
Audi,A3,2023,11572,116400,Petrol,Semi-Automatic
Audi,A3,2021,10535,193207,Electric,Manual
Ford,Focus,2019,12339,83009,Electric,Manual
Audi,A3,2018,9810,229468,Hybrid,Automatic
Honda,CR-V,2001,5567,116633,Petrol,Automatic
Hyundai,Elantra,2016,9406,249659,Electric,Semi-Automatic
Hyundai,Tucson,2021,7471,251430,Hybrid,Semi-Automatic
Honda,CR-V,2016,7204,299754,Petrol,Semi-Automatic
Hyundai,Tucson,2003,5716,264192,Electric,Semi-Automatic
Ford,Fiesta,2022,13474,6260,Hybrid,Manual
Honda,Civic,2016,12275,6248,Electric,Semi-Automatic
Mercedes,E-Class,2020,14609,29521,Diesel,Automatic
Mercedes,C-Class,2018,7459,237046,Diesel,Automatic
Kia,Rio,2022,13256,207165,Electric,Automatic
Mercedes,C-Class,2021,12766,126699,Electric,Automatic
Chevrolet,Malibu,2010,7962,146879,Diesel,Manual
Kia,Optima,2019,8906,209699,Electric,Manual
Ford,Focus,2010,9476,126169,Hybrid,Automatic
Honda,Civic,2006,5500,214980,Diesel,Semi-Automatic
Ford,Fiesta,2008,7523,178809,Hybrid,Manual
Volkswagen,Golf,2020,14988,95581,Electric,Automatic
Audi,A4,2001,5511,144439,Electric,Semi-Automatic
Chevrolet,Impala,2010,10514,59267,Petrol,Manual
Mercedes,C-Class,2017,10632,233357,Petrol,Automatic
Ford,Explorer,2002,7165,56722,Diesel,Semi-Automatic
Volkswagen,Tiguan,2003,7270,201488,Electric,Automatic
Toyota,Camry,2022,12286,225670,Electric,Semi-Automatic
Honda,Accord,2012,7657,267150,Electric,Automatic
Audi,A4,2019,10903,244818,Petrol,Automatic
Hyundai,Elantra,2011,7830,178485,Petrol,Manual
Hyundai,Sonata,2006,8509,99528,Petrol,Manual
Volkswagen,Golf,2008,8871,31438,Hybrid,Manual
BMW,X5,2000,9023,18836,Diesel,Automatic
Toyota,Corolla,2002,6764,211794,Electric,Automatic
Chevrolet,Malibu,2001,6661,201932,Electric,Manual
Toyota,Camry,2005,5808,124590,Petrol,Manual
Volkswagen,Passat,2017,11257,187136,Hybrid,Semi-Automatic
Chevrolet,Impala,2020,15591,130431,Electric,Automatic
Audi,Q5,2023,12210,124452,Diesel,Automatic
Ford,Explorer,2016,10986,5659,Hybrid,Semi-Automatic
Mercedes,E-Class,2018,11886,225654,Electric,Automatic
BMW,3 Series,2016,12304,59765,Diesel,Automatic
Mercedes,E-Class,2014,9091,105427,Diesel,Manual
BMW,X5,2005,6983,115844,Petrol,Semi-Automatic
Mercedes,E-Class,2014,10549,162543,Hybrid,Manual
Mercedes,GLA,2018,13366,186690,Electric,Automatic
BMW,3 Series,2018,13365,126701,Petrol,Automatic
Audi,A4,2015,7519,244038,Diesel,Manual
BMW,5 Series,2003,5723,148815,Petrol,Semi-Automatic
BMW,3 Series,2020,16037,8111,Electric,Manual
Audi,A4,2022,8452,232385,Hybrid,Semi-Automatic
Volkswagen,Passat,2017,13170,86463,Electric,Manual
Audi,A4,2005,8461,116904,Hybrid,Manual
Toyota,RAV4,2018,13127,58612,Petrol,Semi-Automatic
Hyundai,Sonata,2011,7851,132448,Diesel,Manual
Honda,Accord,2021,10505,244748,Diesel,Automatic
Kia,Optima,2016,5345,287720,Diesel,Semi-Automatic
Honda,Civic,2003,9254,32266,Electric,Manual
Kia,Sportage,2007,11561,86931,Hybrid,Automatic
Chevrolet,Impala,2005,10365,66725,Diesel,Automatic
Ford,Explorer,2005,8989,85536,Hybrid,Manual
Ford,Explorer,2019,12126,33680,Electric,Manual
Honda,CR-V,2016,6842,152865,Diesel,Manual
Mercedes,E-Class,2004,11343,2810,Hybrid,Automatic
Mercedes,C-Class,2010,7359,212019,Hybrid,Automatic
Kia,Optima,2012,9946,112693,Diesel,Semi-Automatic
Hyundai,Elantra,2001,5308,4557,Petrol,Semi-Automatic
Honda,Accord,2021,11709,29518,Petrol,Manual
Volkswagen,Golf,2016,13301,179925,Electric,Automatic
Ford,Fiesta,2023,12606,209679,Hybrid,Semi-Automatic
Kia,Sportage,2022,8217,239136,Hybrid,Semi-Automatic
BMW,5 Series,2021,10579,171034,Petrol,Manual
Volkswagen,Tiguan,2001,5283,255834,Hybrid,Semi-Automatic
Volkswagen,Passat,2000,5011,179413,Petrol,Manual
Audi,A3,2012,11518,24069,Diesel,Manual
BMW,5 Series,2017,11467,1622,Hybrid,Semi-Automatic
Hyundai,Sonata,2016,5992,285357,Petrol,Semi-Automatic
Volkswagen,Golf,2016,10883,5834,Petrol,Semi-Automatic
Toyota,RAV4,2007,5938,298099,Electric,Manual
Ford,Explorer,2021,15528,73569,Hybrid,Automatic
Honda,CR-V,2008,8245,32723,Petrol,Manual
Mercedes,C-Class,2009,5866,271667,Electric,Manual
BMW,5 Series,2022,9976,146192,Hybrid,Manual
Kia,Rio,2021,11251,132442,Hybrid,Semi-Automatic
Volkswagen,Passat,2022,12445,257717,Electric,Automatic
Volkswagen,Passat,2005,6088,130573,Petrol,Semi-Automatic
Ford,Explorer,2012,9568,41569,Diesel,Manual
Volkswagen,Tiguan,2012,6286,265669,Hybrid,Semi-Automatic
Audi,A3,2013,7766,226670,Petrol,Automatic
Chevrolet,Equinox,2019,8547,222626,Diesel,Semi-Automatic
Ford,Fiesta,2019,7188,240570,Hybrid,Manual
Ford,Fiesta,2020,11170,236487,Hybrid,Automatic
Hyundai,Elantra,2007,6657,62117,Diesel,Manual
Ford,Explorer,2011,12101,34906,Hybrid,Manual
Toyota,RAV4,2002,7259,62045,Hybrid,Manual
Chevrolet,Impala,2002,5817,114107,Diesel,Manual
Toyota,Corolla,2006,8248,32557,Hybrid,Manual
Hyundai,Tucson,2018,9325,88716,Diesel,Manual
Hyundai,Sonata,2016,7688,145588,Diesel,Manual
Hyundai,Tucson,2023,13353,152302,Hybrid,Automatic
Volkswagen,Passat,2009,6328,133585,Hybrid,Semi-Automatic
Chevrolet,Impala,2021,11739,33019,Diesel,Manual
Kia,Sportage,2014,12072,146386,Electric,Manual
Mercedes,C-Class,2002,9234,78267,Electric,Manual
Kia,Rio,2020,12072,136360,Diesel,Semi-Automatic
Ford,Explorer,2006,5670,256466,Diesel,Manual
Audi,A4,2016,11880,35971,Petrol,Semi-Automatic
Ford,Focus,2012,9216,94189,Petrol,Manual
Honda,Civic,2011,6506,259656,Hybrid,Manual
Audi,Q5,2003,9307,9650,Hybrid,Manual
Volkswagen,Tiguan,2001,5904,89757,Diesel,Semi-Automatic
Kia,Rio,2009,6364,236792,Hybrid,Semi-Automatic
Mercedes,C-Class,2000,9188,15565,Hybrid,Automatic
Mercedes,E-Class,2014,9504,84788,Petrol,Semi-Automatic
Ford,Explorer,2020,13524,178797,Hybrid,Automatic
Hyundai,Tucson,2019,10214,134284,Diesel,Automatic
Kia,Optima,2021,16142,7865,Hybrid,Manual
Volkswagen,Passat,2015,10078,11098,Diesel,Manual
Mercedes,C-Class,2008,8410,134491,Diesel,Semi-Automatic
Mercedes,E-Class,2013,8418,59083,Petrol,Manual
Mercedes,C-Class,2012,6038,183085,Diesel,Manual
Honda,Accord,2013,8828,298576,Hybrid,Automatic
Audi,Q5,2019,11343,252801,Electric,Semi-Automatic
Chevrolet,Equinox,2021,14905,89746,Diesel,Automatic
Chevrolet,Equinox,2007,7012,264351,Petrol,Automatic
Ford,Explorer,2020,16202,54878,Hybrid,Automatic
Chevrolet,Malibu,2019,9182,295893,Electric,Semi-Automatic
Chevrolet,Malibu,2006,10198,5097,Hybrid,Manual
Honda,Accord,2005,9412,54355,Diesel,Semi-Automatic
Audi,A3,2014,7363,171850,Diesel,Semi-Automatic
Volkswagen,Golf,2019,10313,159318,Petrol,Manual
Kia,Optima,2020,12419,274031,Electric,Automatic
Honda,CR-V,2015,6878,216068,Petrol,Manual
Mercedes,C-Class,2023,10984,190775,Diesel,Automatic
Audi,A4,2023,11313,259337,Diesel,Automatic
Toyota,RAV4,2019,12276,201176,Electric,Semi-Automatic
Chevrolet,Impala,2007,10593,10305,Hybrid,Manual
BMW,3 Series,2007,8339,78043,Petrol,Automatic
Mercedes,C-Class,2023,11020,93969,Petrol,Manual
Volkswagen,Golf,2008,9032,28352,Diesel,Automatic
Audi,A4,2017,14555,47216,Petrol,Automatic
Hyundai,Sonata,2008,7505,289750,Hybrid,Automatic
Kia,Optima,2013,8860,166953,Diesel,Semi-Automatic
Volkswagen,Tiguan,2012,9094,75263,Hybrid,Manual
BMW,X5,2017,10480,145980,Petrol,Automatic
Honda,Civic,2023,13805,114740,Electric,Automatic
Kia,Sportage,2015,11017,19111,Hybrid,Semi-Automatic
Kia,Optima,2021,8352,197398,Diesel,Semi-Automatic
Ford,Fiesta,2013,14442,27879,Electric,Automatic
Mercedes,E-Class,2012,7706,184680,Hybrid,Semi-Automatic
Chevrolet,Malibu,2011,14532,8371,Electric,Automatic
BMW,3 Series,2016,12103,19827,Electric,Semi-Automatic
BMW,5 Series,2001,7954,102282,Hybrid,Semi-Automatic
Hyundai,Tucson,2006,6975,146248,Hybrid,Manual
Ford,Focus,2002,5425,233745,Electric,Semi-Automatic
Ford,Explorer,2011,5957,297131,Diesel,Automatic
Kia,Optima,2007,10144,17773,Diesel,Semi-Automatic
Honda,Accord,2010,7890,135477,Hybrid,Semi-Automatic
BMW,3 Series,2011,8656,57160,Diesel,Manual
Toyota,Corolla,2023,10569,271528,Electric,Manual
Hyundai,Tucson,2002,5503,274808,Hybrid,Automatic
Hyundai,Sonata,2014,8215,124229,Diesel,Manual
Chevrolet,Impala,2017,14094,30300,Diesel,Automatic
Mercedes,GLA,2009,9869,251532,Electric,Automatic
Audi,A4,2011,8678,176080,Hybrid,Manual
Chevrolet,Impala,2022,8630,288455,Diesel,Manual
Chevrolet,Malibu,2017,15221,3945,Electric,Manual
Mercedes,GLA,2009,11222,68858,Diesel,Automatic
Honda,CR-V,2013,10840,152998,Petrol,Automatic
BMW,3 Series,2020,9972,241382,Diesel,Semi-Automatic
Honda,Civic,2013,11888,150552,Electric,Semi-Automatic
Honda,Civic,2019,11577,6120,Petrol,Manual
Mercedes,GLA,2014,11231,28412,Diesel,Manual
Hyundai,Tucson,2010,9308,64600,Electric,Manual
Hyundai,Tucson,2007,7547,52610,Petrol,Semi-Automatic
Volkswagen,Passat,2011,10620,108980,Diesel,Automatic
Hyundai,Sonata,2020,13414,94279,Petrol,Automatic
Audi,Q5,2023,10989,210515,Electric,Semi-Automatic
Toyota,Corolla,2015,12613,39322,Electric,Semi-Automatic
Chevrolet,Equinox,2022,12645,227708,Hybrid,Automatic
Chevrolet,Equinox,2010,10554,122265,Hybrid,Manual
Audi,A3,2018,11321,203904,Hybrid,Automatic
BMW,5 Series,2022,13994,95298,Electric,Semi-Automatic
Kia,Rio,2016,10642,152889,Electric,Automatic
Audi,A3,2018,11108,174581,Hybrid,Semi-Automatic
Ford,Focus,2012,10955,112245,Petrol,Automatic
Honda,Civic,2019,10008,244576,Electric,Semi-Automatic
Audi,A4,2002,5191,190432,Diesel,Manual
Toyota,RAV4,2012,6409,229540,Diesel,Semi-Automatic
Volkswagen,Golf,2014,11593,10313,Petrol,Semi-Automatic
Volkswagen,Golf,2007,5520,108975,Diesel,Manual
Kia,Sportage,2023,14344,12782,Hybrid,Manual
BMW,5 Series,2010,10981,100916,Petrol,Automatic
Hyundai,Elantra,2021,7211,224450,Petrol,Semi-Automatic
Audi,Q5,2020,7369,216535,Petrol,Manual
Chevrolet,Equinox,2008,13189,10514,Electric,Automatic
Toyota,RAV4,2007,10324,48779,Hybrid,Semi-Automatic
Chevrolet,Equinox,2017,11773,21348,Diesel,Automatic
Chevrolet,Malibu,2012,13455,32248,Electric,Semi-Automatic
Ford,Focus,2022,8758,237066,Petrol,Semi-Automatic
Honda,Accord,2016,12091,45443,Electric,Semi-Automatic
Honda,Accord,2017,6356,207159,Diesel,Semi-Automatic
BMW,3 Series,2019,8329,278533,Petrol,Manual
Ford,Explorer,2001,5671,151405,Diesel,Manual
Hyundai,Elantra,2008,6335,143247,Petrol,Automatic
Chevrolet,Equinox,2004,7006,74664,Diesel,Manual
Volkswagen,Golf,2009,12634,23300,Petrol,Automatic
Toyota,Camry,2014,9576,11197,Petrol,Semi-Automatic
Kia,Sportage,2011,11872,31392,Electric,Manual
Ford,Focus,2020,12544,57798,Diesel,Automatic
Honda,Accord,2004,5368,261564,Electric,Semi-Automatic
BMW,5 Series,2002,7089,110524,Diesel,Semi-Automatic
Ford,Fiesta,2012,7545,127719,Diesel,Manual
Mercedes,GLA,2016,13155,2209,Petrol,Semi-Automatic
Honda,Accord,2014,5098,245079,Petrol,Semi-Automatic
Honda,Accord,2011,5193,245324,Diesel,Semi-Automatic
Mercedes,GLA,2022,12386,230697,Electric,Semi-Automatic
